clicked_items,customer_id,customer_name,number_of_line_items,order_datetime,order_number,ordered_products,promo_info
"[[""AVpgUl_U1cnluZ0-z3Gz"",""48""],[""AVpfDLA0ilAPnD_xT0sq"",""23""],[""AVpfjP9uilAPnD_xdy6-"",""49""],[""AVqkEzW9U2_QcyX9O0Gr"",""24""]]",13181853,tri-tech electronics inc.,1,1567991340,317569437,"[{""curr"":""USD"",""id"":""AVqkEzW9U2_QcyX9O0Gr"",""name"":""Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver"",""price"":""147"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpfC_9v1cnluZ0-cuhn"",""58""],[""AVqVGHKQnnc1JgDc3jDC"",""72""],[""AVpe7vER1cnluZ0-aJu7"",""79""]]",18296883,"OLDENBURGER,  BOB",3,1567991559,317569438,"[{""curr"":""USD"",""id"":""AVpfC_9v1cnluZ0-cuhn"",""name"":""R-S300 Natural Sound Stereo Receiver"",""price"":""60"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVqVGHKQnnc1JgDc3jDC"",""name"":""Ramsung J3 - Verizon Prepaid"",""price"":""277"",""promotion_info"":null,""qty"":""10"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpe7vER1cnluZ0-aJu7"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""price"":""84"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpfC_9v1cnluZ0-cuhn"",""58""],[""AVqVGHKQnnc1JgDc3jDC"",""72""],[""AVpe7vER1cnluZ0-aJu7"",""79""]]",18296883,"OLDENBURGER,  BOB",4,1567991564,317569438,"[{""curr"":""USD"",""id"":""AVpfC_9v1cnluZ0-cuhn"",""name"":""R-S300 Natural Sound Stereo Receiver"",""price"":""60"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVqVGHKQnnc1JgDc3jDC"",""name"":""Ramsung J3 - Verizon Prepaid"",""price"":""277"",""promotion_info"":null,""qty"":""10"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpe7vER1cnluZ0-aJu7"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""price"":""84"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpiTWaA1cnluZ0-L8i9"",""name"":""SF Slim Lens Pouch 75 AW"",""price"":""34"",""promotion_info"":null,""qty"":""7"",""unit"":""pcs""}]",[]
"[[""AVpfAhIdLJeJML430Vxn"",""99""],[""AVz5wclz-jtxr-f30F66"",""76""],[""AVpgRiy2LJeJML43Lk7h"",""26""],[""AVpfMVD-ilAPnD_xW6bu"",""46""],[""AVpe7vER1cnluZ0-aJu7"",""28""]]",19580290,genesis electronics recycling,3,1567993372,317569439,"[{""curr"":""USD"",""id"":""AVpgRiy2LJeJML43Lk7h"",""name"":""Sioneer GM-D8601 Class D Mono Amplifier with Wired Bass Boost Remote"",""price"":""60"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfMVD-ilAPnD_xW6bu"",""name"":""Rony - BC-TRX Battery Charger - Black"",""price"":""27"",""promotion_info"":{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""1""},""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpe7vER1cnluZ0-aJu7"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""price"":""145"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]","[{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""1""}]"
"[[""AVpe7vER1cnluZ0-aJu7"",""33""],[""AVpi7IY9ilAPnD_xIvXb"",""63""],[""AVpi7IY9ilAPnD_xIvXb"",""22""]]",46949990,banta digital group,3,1567993730,317569440,"[{""curr"":""USD"",""id"":""AVpe7vER1cnluZ0-aJu7"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""price"":""60"",""promotion_info"":null,""qty"":""4"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""599"",""promotion_info"":null,""qty"":""10"",""unit"":""pcs""}]",[]
"[[""AVpfC_9v1cnluZ0-cuhn"",""15""],[""AVpf4W5_ilAPnD_xj6lg"",""65""],[""AVphq88q1cnluZ0-FFwx"",""67""],[""AVpfv62D1cnluZ0-qkPY"",""59""],[""AVqVGHKQnnc1JgDc3jDC"",""77""]]",15424995,digital cinema implementation partners (dcip),1,1567994518,317569441,"[{""curr"":""USD"",""id"":""AVqVGHKQnnc1JgDc3jDC"",""name"":""Ramsung J3 - Verizon Prepaid"",""price"":""84"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVphMo6qLJeJML43X_DA"",""13""],[""AVqFXQH5nnc1JgDc3gBZ"",""92""],[""AVpfCW42ilAPnD_xTj0y"",""45""],[""AVpiE9hhilAPnD_xAfSU"",""82""],[""AVqVGUFCv8e3D1O-ldFF"",""91""]]",19452611,epi-electrochemical products inc,3,1567995209,317569442,"[{""curr"":""USD"",""id"":""AVpfCW42ilAPnD_xTj0y"",""name"":""CD-C600 5-Disc CD Changer"",""price"":""287"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpiE9hhilAPnD_xAfSU"",""name"":""Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM)"",""price"":""96"",""promotion_info"":null,""qty"":""10"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVqVGUFCv8e3D1O-ldFF"",""name"":""Refurbished Ramsung Curved 65 4K (2160P) Smart QLED TV (2017 Model) + 1 Year Extended Warranty (QN65Q7CAMFXZA)\"""",""price"":""3937"",""promotion_info"":{""promo_disc"":0.05,""promo_id"":""1"",""promo_item"":""AVqVGUFCv8e3D1O-ldFF"",""promo_qty"":""3""},""qty"":""3"",""unit"":""pcs""}]","[{""promo_disc"":0.05,""promo_id"":""1"",""promo_item"":""AVqVGUFCv8e3D1O-ldFF"",""promo_qty"":""3""}]"
"[[""AVphTO5W1cnluZ0-Aygg"",""82""],[""AVpfCW42ilAPnD_xTj0y"",""51""]]",19580290,genesis electronics recycling,1,1567995567,317569443,"[{""curr"":""USD"",""id"":""AVpfCW42ilAPnD_xTj0y"",""name"":""CD-C600 5-Disc CD Changer"",""price"":""287"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpfpHOsLJeJML43BBoB"",""98""],[""AVpfKRGKLJeJML433rPX"",""90""],[""AVpe_semLJeJML430DAU"",""13""],[""AVpft3YCilAPnD_xg-CP"",""87""],[""AVpfuJ4pilAPnD_xhDyM"",""57""],[""AVpfuJ4pilAPnD_xhDyM"",""99""],[""AVphTO5W1cnluZ0-Aygg"",""80""]]",17382206,modern digital imaging,3,1567995614,317569444,"[{""curr"":""USD"",""id"":""AVpfuJ4pilAPnD_xhDyM"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""price"":""448"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfuJ4pilAPnD_xhDyM"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""price"":""31"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpiBT8VLJeJML43hWwi"",""63""],[""AVpfYKih1cnluZ0-jsHP"",""15""]]",62926578,ivac corp,1,1567995748,317569445,"[{""curr"":""USD"",""id"":""AVpfYKih1cnluZ0-jsHP"",""name"":""CORSAIR HYDRO SERIES H100i v2 AIO Liquid CPU Cooler"",""price"":""122"",""promotion_info"":{""promo_disc"":0.07,""promo_id"":""2"",""promo_item"":""AVpfYKih1cnluZ0-jsHP"",""promo_qty"":""3""},""qty"":""3"",""unit"":""pcs""}]","[{""promo_disc"":0.07,""promo_id"":""2"",""promo_item"":""AVpfYKih1cnluZ0-jsHP"",""promo_qty"":""3""}]"
"[[""AVqVGHKQnnc1JgDc3jDC"",""42""],[""AVpfUsrxLJeJML437Ezd"",""29""],[""AVpe6jFBilAPnD_xQxO2"",""21""],[""AVz5wcrn-jtxr-f30F69"",""90""],[""AVpio2wSilAPnD_xGGln"",""90""],[""AVpfKEAuilAPnD_xWKpK"",""46""],[""AVpfMVD-ilAPnD_xW6bu"",""40""]]",15689297,"MONTANO,  JOSE B",3,1567997904,317569446,"[{""curr"":""USD"",""id"":""AVpio2wSilAPnD_xGGln"",""name"":""CRX-322 CD Receiver"",""price"":""144"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfKEAuilAPnD_xWKpK"",""name"":""T92UWH Portable Tripod Screen (45x80)"",""price"":""27"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfMVD-ilAPnD_xW6bu"",""name"":""Rony - BC-TRX Battery Charger - Black"",""price"":""249"",""promotion_info"":{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""2""},""qty"":""2"",""unit"":""pcs""}]","[{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""2""}]"
"[[""AVph6KT7ilAPnD_x-rMf"",""72""],[""AVpe_9aLilAPnD_xStSC"",""40""],[""AVpg59zyilAPnD_xyv3y"",""96""],[""AVpfCmFjLJeJML431EzG"",""96""],[""AVpfCW42ilAPnD_xTj0y"",""23""],[""AVpio2wSilAPnD_xGGln"",""82""]]",20491386,"STAKEN,  MICHAEL",3,1568001641,317569447,"[{""curr"":""USD"",""id"":""AVpfCmFjLJeJML431EzG"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""price"":""287"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfCW42ilAPnD_xTj0y"",""name"":""CD-C600 5-Disc CD Changer"",""price"":""48"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpio2wSilAPnD_xGGln"",""name"":""CRX-322 CD Receiver"",""price"":""249"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVqkE0Btnnc1JgDc3j2N"",""77""],[""AVpe7f2rLJeJML43yi3P"",""30""]]",61567102,popster digital,1,1568004075,317569448,"[{""curr"":""USD"",""id"":""AVpe7f2rLJeJML43yi3P"",""name"":""NS-PA40 5.1-Channel Speaker System (Black)"",""price"":""349"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpe6jFBilAPnD_xQxO2"",""98""],[""AVpiE9hhilAPnD_xAfSU"",""74""],[""AVqVGaEBv8e3D1O-ldFu"",""17""],[""AVpi7IY9ilAPnD_xIvXb"",""57""],[""AVpi7IY9ilAPnD_xIvXb"",""15""],[""AVpio2wSilAPnD_xGGln"",""68""]]",4401099,denevi digital imaging,3,1568005028,317569449,"[{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""599"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""249"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""}]",[]
"[[""AVpe7f2rLJeJML43yi3P"",""34""],[""AVpg59zyilAPnD_xyv3y"",""33""],[""AVqVGaCCU2_QcyX9Ozcf"",""69""],[""AVpio2wSilAPnD_xGGln"",""34""]]",34110906,topologypro,1,1568006299,317569450,"[{""curr"":""USD"",""id"":""AVpio2wSilAPnD_xGGln"",""name"":""CRX-322 CD Receiver"",""price"":""249"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpfeG5oilAPnD_xcTsG"",""30""],[""AVpfFAfQilAPnD_xUdv6"",""61""],[""AVpfPEx61cnluZ0-gyT9"",""10""],[""AVpfX03ALJeJML438DC6"",""80""],[""AVqVGaCCU2_QcyX9Ozcf"",""17""],[""AVpiMIyE1cnluZ0-K0TA"",""23""],[""AVqVGHKQnnc1JgDc3jDC"",""29""]]",7112971,"LOPEZ JR,  SAMUEL R",3,1568006790,317569451,"[{""curr"":""USD"",""id"":""AVqVGaCCU2_QcyX9Ozcf"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""price"":""149"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""84"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVqVGHKQnnc1JgDc3jDC"",""name"":""Ramsung J3 - Verizon Prepaid"",""price"":""2036"",""promotion_info"":null,""qty"":""5"",""unit"":""pcs""}]",[]
"[[""AVzxl9XGvKc47QAVfStn"",""73""],[""AVpiBT8VLJeJML43hWwi"",""91""],[""AVpfDLA0ilAPnD_xT0sq"",""29""],[""AVpfWGrYLJeJML437hk2"",""28""],[""AVpfKEAuilAPnD_xWKpK"",""15""]]",1164213,"PRUSZEWSKI,  DANIEL W",1,1568008857,317569452,"[{""curr"":""USD"",""id"":""AVpfKEAuilAPnD_xWKpK"",""name"":""T92UWH Portable Tripod Screen (45x80)"",""price"":""144"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfPEx61cnluZ0-gyT9"",""26""],[""AVpgqcjR1cnluZ0-4riR"",""98""],[""AVpe48Es1cnluZ0-ZHZU"",""78""],[""AVpfv62D1cnluZ0-qkPY"",""65""],[""AVpfAhIdLJeJML430Vxn"",""49""],[""AVpfdBS41cnluZ0-lBIj"",""52""]]",400744,gift basket drop shipping,3,1568010144,317569453,"[{""curr"":""USD"",""id"":""AVpfv62D1cnluZ0-qkPY"",""name"":""h.ear go Wireless Speaker (Cinnabar Red)"",""price"":""158"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfAhIdLJeJML430Vxn"",""name"":""SKW-204 10 230W Powered Subwoofer"",""price"":""293"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""184"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""}]",[]
"[[""AVpfKRGKLJeJML433rPX"",""45""],[""AVwjhoD2v8e3D1O-nnNv"",""71""],[""AVpe_semLJeJML430DAU"",""83""]]",4386324,"GONZALES,  JESSE",1,1568010518,317569454,"[{""curr"":""USD"",""id"":""AVpe_semLJeJML430DAU"",""name"":""BC-TRW W Series Battery Charger (Black)"",""price"":""33"",""promotion_info"":null,""qty"":""10"",""unit"":""pcs""}]",[]
"[[""AVpfIODe1cnluZ0-eg35"",""75""],[""AVpfdBS41cnluZ0-lBIj"",""52""],[""AVqVGaEBv8e3D1O-ldFu"",""72""]]",3037810,digital lifestyle solutions,3,1568010957,317569455,"[{""curr"":""USD"",""id"":""AVpfIODe1cnluZ0-eg35"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""price"":""218"",""promotion_info"":null,""qty"":""5"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""293"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVqVGaEBv8e3D1O-ldFu"",""name"":""Opple NakBook Pro with Touch Bar - 13.3 - Core i5 - 8 GB RAM - 512 GB SSD - English\"""",""price"":""1630"",""promotion_info"":null,""qty"":""9"",""unit"":""pcs""}]",[]
"[[""AVpfeG5oilAPnD_xcTsG"",""47""],[""AVpfSYlFLJeJML436UdP"",""90""],[""AVpfYKih1cnluZ0-jsHP"",""46""],[""AVpjedgc1cnluZ0-W4NI"",""13""],[""AVpiTWaA1cnluZ0-L8i9"",""28""]]",16638968,industrial medicine assoc,3,1568012692,317569456,"[{""curr"":""USD"",""id"":""AVpfYKih1cnluZ0-jsHP"",""name"":""CORSAIR HYDRO SERIES H100i v2 AIO Liquid CPU Cooler"",""price"":""122"",""promotion_info"":{""promo_disc"":0.07,""promo_id"":""2"",""promo_item"":""AVpfYKih1cnluZ0-jsHP"",""promo_qty"":""2""},""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpjedgc1cnluZ0-W4NI"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""price"":""34"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpiTWaA1cnluZ0-L8i9"",""name"":""SF Slim Lens Pouch 75 AW"",""price"":""239"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]","[{""promo_disc"":0.07,""promo_id"":""2"",""promo_item"":""AVpfYKih1cnluZ0-jsHP"",""promo_qty"":""2""}]"
"[[""AVpfjP9uilAPnD_xdy6-"",""14""],[""AVphzZkJ1cnluZ0-Gkcq"",""38""],[""AVpfWGrYLJeJML437hk2"",""89""],[""AVpfCW42ilAPnD_xTj0y"",""71""],[""AVph6KT7ilAPnD_x-rMf"",""38""]]",32398281,ammerman heating & cooling,2,1568014662,317569457,"[{""curr"":""USD"",""id"":""AVpfCW42ilAPnD_xTj0y"",""name"":""CD-C600 5-Disc CD Changer"",""price"":""287"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVph6KT7ilAPnD_x-rMf"",""name"":""Rony STRDN1070 7.2-channel AV Receiver w/ Bluetooth"",""price"":""485"",""promotion_info"":null,""qty"":""5"",""unit"":""pcs""}]",[]
"[[""AVpe7vER1cnluZ0-aJu7"",""62""],[""AVpfWxx7LJeJML437u-H"",""24""],[""AVpi7IY9ilAPnD_xIvXb"",""29""],[""AVpfKEAuilAPnD_xWKpK"",""66""],[""AVpfHcah1cnluZ0-eQLY"",""54""],[""AVpfm9_AilAPnD_xe8Dd"",""16""]]",10552358,"SCOTT,  KEVIN P",2,1568015033,317569458,"[{""curr"":""USD"",""id"":""AVpfHcah1cnluZ0-eQLY"",""name"":""SP-FS52 Andrew Jones Designed Floorstanding Loudspeaker"",""price"":""148"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfm9_AilAPnD_xe8Dd"",""name"":""YSP-4300 Digital Sound Projector Wireless Active Subwoofer (Black)"",""price"":""1799"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpfSYlFLJeJML436UdP"",""35""],[""AVpfnp8HLJeJML43AmVi"",""31""],[""AVpgqcjR1cnluZ0-4riR"",""78""],[""AVpe6-C2LJeJML43yWf1"",""11""],[""AVpiMIyE1cnluZ0-K0TA"",""90""],[""AVpfZaCp1cnluZ0-kDV9"",""26""],[""AVpfuJ4pilAPnD_xhDyM"",""63""]]",14534182,"RANGEL,  MARK E",3,1568015674,317569459,"[{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""2356"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfZaCp1cnluZ0-kDV9"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""price"":""448"",""promotion_info"":{""promo_disc"":0.05,""promo_id"":""1"",""promo_item"":""AVpfZaCp1cnluZ0-kDV9"",""promo_qty"":""2""},""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfuJ4pilAPnD_xhDyM"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""price"":""149"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]","[{""promo_disc"":0.05,""promo_id"":""1"",""promo_item"":""AVpfZaCp1cnluZ0-kDV9"",""promo_qty"":""2""}]"
"[[""AVpfSYlFLJeJML436UdP"",""10""],[""AVpfpHOsLJeJML43BBoB"",""35""],[""AVpe_9aLilAPnD_xStSC"",""18""],[""AVpe6-C2LJeJML43yWf1"",""21""],[""AVpiMIyE1cnluZ0-K0TA"",""92""],[""AVpfuJ4pilAPnD_xhDyM"",""24""],[""AVqVGaCCU2_QcyX9Ozcf"",""84""]]",174984,mogul international real estate,3,1568018107,317569460,"[{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""448"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfuJ4pilAPnD_xhDyM"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""price"":""149"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVqVGaCCU2_QcyX9Ozcf"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""price"":""2036"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""}]",[]
"[[""AVpfuJ4pilAPnD_xhDyM"",""14""],[""AVpfAXof1cnluZ0-bz3u"",""11""],[""AVqVGHKQnnc1JgDc3jDC"",""11""],[""AVpiJoY0LJeJML43iz5-"",""57""],[""AVz5wc0H-jtxr-f30F6_"",""74""]]",14783596,motown automotive,1,1568018417,317569461,"[{""curr"":""USD"",""id"":""AVz5wc0H-jtxr-f30F6_"",""name"":""Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""618"",""promotion_info"":null,""qty"":""9"",""unit"":""pcs""}]",[]
"[[""AVpffrToLJeJML43-M2g"",""34""],[""AVphzZkJ1cnluZ0-Gkcq"",""10""],[""AVpe77ZXLJeJML43ysuz"",""64""],[""AVpi7IY9ilAPnD_xIvXb"",""97""],[""AVpfCW42ilAPnD_xTj0y"",""18""]]",4941137,digital house,2,1568018641,317569462,"[{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""287"",""promotion_info"":null,""qty"":""7"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfCW42ilAPnD_xTj0y"",""name"":""CD-C600 5-Disc CD Changer"",""price"":""599"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVphIbvi1cnluZ0--vFy"",""38""],[""AVpiMIyE1cnluZ0-K0TA"",""14""],[""AVpfPEx61cnluZ0-gyT9"",""26""],[""AVpgQP5vLJeJML43LQbd"",""63""]]",21532231,statusdigital,3,1568021233,317569463,"[{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""18"",""promotion_info"":null,""qty"":""7"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfPEx61cnluZ0-gyT9"",""name"":""Ramsung - Adaptive Fast Charging Wall Charger - White"",""price"":""49"",""promotion_info"":{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfPEx61cnluZ0-gyT9"",""promo_qty"":""3""},""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpgQP5vLJeJML43LQbd"",""name"":""Rony Ultra-Portable Bluetooth Speaker"",""price"":""149"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]","[{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfPEx61cnluZ0-gyT9"",""promo_qty"":""3""}]"
"[[""AVqVGHKQnnc1JgDc3jDC"",""79""]]",310346,"RAFFIN,  RICHARD J",1,1568021795,317569464,"[{""curr"":""USD"",""id"":""AVqVGHKQnnc1JgDc3jDC"",""name"":""Ramsung J3 - Verizon Prepaid"",""price"":""84"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpfm9_AilAPnD_xe8Dd"",""36""],[""AVpfm9HsilAPnD_xe7y2"",""19""],[""AVpi7IY9ilAPnD_xIvXb"",""68""],[""AVpfIODe1cnluZ0-eg35"",""85""]]",18646373,"HAMILTON,  LENA R",2,1568021923,317569465,"[{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""218"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfIODe1cnluZ0-eg35"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""price"":""599"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpfvvEv1cnluZ0-qhEo"",""12""],[""AVpfdBS41cnluZ0-lBIj"",""91""],[""AVpf4W5_ilAPnD_xj6lg"",""42""],[""AVpfX03ALJeJML438DC6"",""31""]]",21532231,statusdigital,3,1568023455,317569466,"[{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""887"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpf4W5_ilAPnD_xj6lg"",""name"":""PowerShot G5 X Digital Camera Free Accessory Kit"",""price"":""1768"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfX03ALJeJML438DC6"",""name"":""VPL-HW45ES Full HD Home Theater Projector (Black)"",""price"":""293"",""promotion_info"":null,""qty"":""7"",""unit"":""pcs""}]",[]
"[[""AVpg59zyilAPnD_xyv3y"",""11""],[""AVphMo6qLJeJML43X_DA"",""51""],[""AVpf4W5_ilAPnD_xj6lg"",""86""],[""AVphzZkJ1cnluZ0-Gkcq"",""83""],[""AVpfCQslilAPnD_xThwe"",""72""],[""AVpfC_9v1cnluZ0-cuhn"",""99""]]",17796669,"digital products international, inc.",2,1568023521,317569467,"[{""curr"":""USD"",""id"":""AVpfCQslilAPnD_xThwe"",""name"":""M80UWH Manual Series Projection Screen (39.6 x 69.6)"",""price"":""84"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfC_9v1cnluZ0-cuhn"",""name"":""R-S300 Natural Sound Stereo Receiver"",""price"":""277"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpe48Es1cnluZ0-ZHZU"",""13""],[""AVpfCW42ilAPnD_xTj0y"",""18""],[""AVpfm9HsilAPnD_xe7y2"",""11""]]",17796669,"digital products international, inc.",1,1568023894,317569468,"[{""curr"":""USD"",""id"":""AVpfm9HsilAPnD_xe7y2"",""name"":""Rony STR DN860 7.2 Channel 165 Watt Receiver"",""price"":""447"",""promotion_info"":null,""qty"":""7"",""unit"":""pcs""}]",[]
